,table,field,field_after_change,is_closed
2906,__staff930909,Family,Family,0
2907,__staff930909,EmployeeCode,Employee Code,0
2908,__staff930909,EmployeeType,Employee Type,0
2909,__staff930909,None,None,0
2910,__user930909,user,user,0
2911,__user930909,pass,pass,0
2912,com_SyncServersInfo,EmailAlertSendDate,Email Alert Send Date,0
2913,com_SyncServersInfo,LastAlertGenerateDate,Last Alert Generate Date,0
2914,com_SyncServersInfo,MaxConnectionCount,Max Connection Count,0
2915,com_SyncServersInfo,SmsAlertSendDate,Sms Alert Send Date,0
2916,com_Recurrences,Interval,Interval,0
2917,com_Recurrences,RelativeInterval,Relative Interval,0
2918,com_Recurrences,RecurrenceFactor,Recurrence Factor,0
2919,com_Recurrences,EndDateType,End Date Type,0
2920,com_Recurrences,NoOfOccurrences,No Of Occurrences,0
2921,com_Recurrences,IndexOfLastOccurrence,Index Of Last Occurrence,0
2922,com_Recurrences,OccurrenceLimit,Occurrence Limit,0
2923,com_Recurrences,OccurrenceDates,Occurrence Dates,0
2924,com_UserMobileToken,MobileDeviceID,Mobile Device ID,1
2925,com_UserMobileToken,Token,Token,0
2926,com_MergedPeople,SourcePersonGuid,Source Person Guid,0
2927,com_MergedPeople,TargetPersonGuid,Target Person Guid,0
2928,com_EmailAccounts,EmailAddress,Email Address,1
2929,com_EmailAccounts,ReplyAddress,Reply Address,1
2930,com_EmailAccounts,Pop3Server,Pop Server,0
2931,com_EmailAccounts,Pop3Port,Pop Port,0
2932,com_EmailAccounts,Pop3AccountName,Pop Account Name,0
2933,com_EmailAccounts,Pop3Password,Pop Password,1
2934,com_EmailAccounts,Pop3DeleteFromServer,Pop Delete From Server,0
2935,com_EmailAccounts,SmtpServer,Smtp Server,0
2936,com_EmailAccounts,SmtpPort,Smtp Port,0
2937,com_EmailAccounts,SmtpAccountName,Smtp Account Name,0
2938,com_EmailAccounts,SmtpPassword,Smtp Password,1
2939,com_EmailAccounts,SmtpMaxSendPerMinute,Smtp Max Send Per Minute,0
2940,com_EmailAccounts,BounceCount,Bounce Count,0
2941,com_EmailAccounts,LastResponseTime,Last Response Time,0
2942,com_EmailAccounts,LastResponse,Last Response,0
2943,com_EmailAccounts,AutoSynchronize,Auto Synchronize,0
2944,com_EmailAccounts,RequireSecurePasswordAuthentication,Require Secure Password Authentication,1
2945,com_EmailAccounts,IncomingServerEncryptedConnectionType,Incoming Server Encrypted Connection Type,0
2946,com_EmailAccounts,OutgoingServerEncryptedConnectionType,Outgoing Server Encrypted Connection Type,0
2947,com_EmailAccounts,MailServerType,Mail Server Type,0
2948,com_ReportRequests,ReportTitle,Report Title,0
2949,com_ReportRequests,ReportType,Report Type,0
2950,com_ReportRequests,ReportFilename,Report Filename,0
2951,com_ReportRequests,Destination,Destination,0
2952,com_ReportRequests,DestinationExtraInfo,Destination Extra Info,0
2953,com_ReportRequests,RequestParameters,Request Parameters,0
2954,com_ReportRequests,ViewAllowed,View Allowed,0
2955,com_ReportRequests,DBInitialCatalog,Initial Catalog,0
2956,com_ReportRequests,DBConnectTimeout,Connect Timeout,0
2957,com_ReportRequests,DBApplicationIntent,Application Intent,0
2958,com_EmailAccountLogs,EmailAccountID,Email Account ID,1
2959,com_EmailAccountLogs,LogDate,Log Date,0
2960,com_EmailAccountLogs,LogTitle,Log Title,0
2961,com_EmailAccountLogs,LogStatus,Log Status,0
2962,com_EmailAccountLogs,TotalEmailsCount,Total Emails Count,0
2963,com_EmailAccountLogs,NewEmailsCount,New Emails Count,0
2964,com_EmailAccountLogs,ExistingEmailsCount,Existing Emails Count,0
2965,com_RepresentingStructure,Synced,Synced,0
2966,com_RetrievedEmails,EmailUniqueID,Email Unique ID,1
2967,com_RetrievedEmails,RetrieveDate,Retrieve Date,0
2968,com_BackgroundTasks,TaskGuid,Task Guid,0
2969,com_UserAuthenticationLog,MachineName,Machine Name,0
2970,com_UserAuthenticationLog,Successful,Successful,0
2971,com_DataListUserSettings,DataListGuid,Data List Guid,0
2972,com_DataListUserSettings,KeyType,Key Type,0
2973,com_SelectOperations,id,id,0
2974,com_SelectOperations,ItemMenuId,Item Menu Id,0
2975,com_SelectOperations,SoftwareId,Software Id,0
2976,com_ShamimInsertionLogs,DepartmentRecordsCount,Department Records Count,0
2977,com_ShamimInsertionLogs,StaffRecordsCount,Staff Records Count,0
2978,com_ShamimInsertionLogs,InsertionDate,Insertion Date,0
2979,com_VoucherSignatures,VoucherSignatureSetGuid,Voucher Signature Set Guid,0
2980,com_AutoAssociationResponsibleStaffs,ResponsibleStaffGuid,Responsible Staff Guid,0
2981,com_DashboardEntities,Config,Config,0
2982,com_DashboardEntities,GroupItemGuid,Group Item Guid,0
2983,com_PersonContactTypes,ShowInList,Show In List,0
2984,com_PersonContactTypes,PersonContactGeneralType,Person Contact General Type,0
2985,com_PersonContactInfo,PersonContactTypeGuid,Person Contact Type Guid,0
2986,____ChangesList,PackageVersion,Package Version,0
2987,com_StaffGroupMembers,StaffGroupId,Staff Group Id,0
2988,testDez,test,test,0
2989,gen_StaffFinancialAccountingRoles,RoleObjectCategory,Role Object Category,0
2990,gen_StaffFinancialAccountingRoles,ExtraAccessCode,Extra Access Code,0
2991,gen_Projects,PlanGuid,Plan Guid,0
2992,gen_FinancialAccountingPersonTypeForPersonCategory,PersonCategoryGuid,Person Category Guid,0
2993,gen_FinancialAccountingPersonTypeForPersonCategory,PersonTypeGuid,Person Type Guid,0
2994,gen_ProjectLevelStructures,ProjectLevel,Project Level,0
2995,gen_ProjectLevelStructures,Codelengh,Codelengh,0
2996,gen_ProcessLevelStructures,ProcessLevel,Process Level,0
2997,gen_PersonTypes,PersonGeneralType,Person General Type,0
2998,gen_OnlineBankingEntityMappers,RemoteEntityId,Remote Entity Id,0
2999,gen_OnlineBankingEntityMappers,LocalEntityGuid,Local Entity Guid,0
3000,gen_OnlineBankingEntityMappers,RemoteEntityTitle,Remote Entity Title,0
3001,gen_OnlineBankingEntityMappers,LocalEntityTitle,Local Entity Title,0
3002,gen_CostCenters_951226,CostCenterTypeID,Cost Center Type ID,1
3003,costcenters_970911,CoName,Co Name,0
3004,costcenters_970911,code2,code,0
3005,costcenters_970911,name2,name,0
3006,gen_PersonInfo,Person,Person,0
3007,gen_CostCenters_970911,CostCenterTypeGuid,Cost Center Type Guid,0
3008,gen_MehrgostarUsers,Teller,Teller,1
3009,gen_MehrgostarUsers,Branch,Branch,0
3010,gen_VoucherSendingInterfaces,RegistrarUser,Registrar User,0
3011,gen_VoucherSendingInterfaces,SendDate,Send Date,0
3012,gen_FinancialAccountingPersonTypes,Aggregation,Aggregation,0
3013,gen_VoucherSendingInterfaceDetails,VoucherSendingInterfaceGuid,Voucher Sending Interface Guid,0
3014,gen_CountryDivisions,CountryGuid,Country Guid,0
3015,gen_CountryDivisions,ProvinceGuid,Province Guid,0
3016,gen_CountryDivisions,TownshipGuid,Township Guid,0
3017,gen_CountryDivisions,RegionGuid,Region Guid,0
3018,gen_CountryDivisions,VillageGuid,Village Guid,0
3019,gen_CountryDivisions,CountryDivisionType,Country Division Type,0
3020,gen_CountryDivisions,CountryTitle,Country Title,0
3021,gen_CountryDivisions,TownshipTitle,Township Title,0
3022,gen_CountryDivisions,RegionTitle,Region Title,0
3023,gen_CountryDivisions,VillageTitle,Village Title,0
3024,gen_Branches,BankID,Bank ID,1
3025,gen_OprationUnit,HierarchyGuid,Hierarchy Guid,0
3026,gen_OprationUnit,BugetCode,Buget Code,0
3027,gen_OprationUnit,OprationUnitTypeGuid,Opration Unit Type Guid,0
3028,gen_OprationUnit,RegisteredUserGuid,Registered User Guid,0
3029,gen_OprationUnit,CountryDivisionsGuid,Country Divisions Guid,0
3030,gen_OprationUnit,IsRoot,Is Root,0
3031,gen_StructureTreeProcess,StructureTreeNodeType,Structure Tree Node Type,0
3032,gen_StructureTreeProcess,ProcessGuid,Process Guid,0
3033,gen_OprationUnitDetails,OprationUnitGuid,Opration Unit Guid,0
3034,gen_OprationUnitDetails,RoleDefinitionGuid,Role Definition Guid,0
3035,gen_OprationUnitRole,EnglishTilte,English Tilte,0
3036,gen_OprationUnitRoleDetails,Creationdate,Creationdate,0
3037,gen_OprationUnitRoleDetails,OprationUnitRoleGuid,Opration Unit Role Guid,0
3038,gen_OprationUnitType,OprationUnitLevel,Opration Unit Level,0
3039,gen_OprationUnitType,Independent,Independent,0
3040,gen_StructureTreeEntity,AssociationEntityGuid,Association Entity Guid,0
3041,gen_StructureTreeEntity,AssociationType,Association Type,0
3042,gen_AccountsMapping,AccountsCategorySymbolGuid,Accounts Category Symbol Guid,0
3043,gen_AccountVocherActivityLog,ActionStatus,Action Status,0
3044,gen_AccountVocherActivityLog,PreGatewayItemStatus,Pre Gateway Item Status,0
3045,gen_AccountVocherActivityLog,CurrentGatewayItemStatus,Current Gateway Item Status,0
3046,gen_VocherItems,DataSchemaGuid,Data Schema Guid,0
3047,gen_VocherItems,DestinationVoucherId,Destination Voucher Id,0
3048,gen_VocherItems,DestinationVocherTime,Destination Vocher Time,0
3049,gen_FinancialVoucherExcelSetting,NegativInDebitor,Negativ In Debitor,0
3050,gen_PersonsExtra,CompanyID,Company ID,1
3051,gen_PersonsExtra,PerssonelNo,Perssonel No,0
3052,gen_PersonsExtra,ManualCode,Manual Code,0
3053,gen_BankFormatDetails,TextEncoding,Text Encoding,0
3054,gen_Plans,PlanLevel,Plan Level,0
3055,gen_CurrenciesEqualityRate,CurrenciesRateGuid,Currencies Rate Guid,0
3056,gen_CurrenciesEqualityRate,EqualityRate,Equality Rate,0
3057,costcenters_971116,guid3,guid,0
3058,gen_PersonDisplayTemplate,DisplayItemType,Display Item Type,0
3059,gen_PersonDisplayTemplate,Seprator,Seprator,0
3060,gen_AccountTypes,InterestBearing,Interest Bearing,0
3061,gen_BankAccountIdentities,BankIdentityTypeGuid,Bank Identity Type Guid,0
3062,gen_BankAccountIdentities,Identity,Identity,0
3063,gen_BankIdentityTypes,MinLength,Min Length,0
3064,gen_Currencies,Symbol,Symbol,0
3065,gen_Currencies,InternationalBaseCurrency,International Base Currency,0
3066,gen_Currencies,NoneDecimal,None Decimal,0
3067,gen_CurrenciesRate,BaseRate,Base Rate,0
3068,gen_CurrenciesRate,DateTime,Date Time,0
3069,gen_FinancialEntityDatabaseMappers,DatabaseGuid,Database Guid,0
3070,gen_FinancialEntityDatabaseMappers,EntityTypeGuid,Entity Type Guid,0
3071,gen_FinancialAccountingAccountCategories,SourceDatabaseGuid,Source Database Guid,0
3072,gen_BudgetRequestActions,ActionCode,Action Code,0
3073,gen_FinancialWorkflowEntityDatabaseMappers,WorkFlowEntityGuid,Work Flow Entity Guid,0
3074,gen_FinancialVoucherExcelSettingDetails,ZeroPadding,Zero Padding,0
3075,gen_FinancialVoucherExcelSettingDetails,FinancialVoucherExcelSettingGuid,Financial Voucher Excel Setting Guid,0
3076,gen_VoucherStatusProperties,VoucherStatusProperty,Voucher Status Property,0
3077,wkf_FlowNodes,ToReceiversList,To Receivers List,0
3078,wkf_FlowNodes,CCReceiversList,Receivers List,0
3079,wkf_FlowNodes,ChildToReceiversList,Child To Receivers List,0
3080,wf_Tracking_ActivityInstanceEvents,WorkflowInstanceID,Workflow Instance ID,1
3081,wf_Tracking_ActivityInstanceEvents,RecordNumber,Record Number,0
3082,wf_Tracking_ActivityInstanceEvents,TraceLevelID,Trace Level ID,1
3083,wf_Tracking_ActivityInstanceEvents,ActivityRecordType,Activity Record Type,0
3084,wf_Tracking_ActivityInstanceEvents,ActivityName,Activity Name,0
3085,wf_Tracking_ActivityInstanceEvents,ActivityInstanceID,Activity Instance ID,1
3086,wf_Tracking_ActivityInstanceEvents,ActivityType,Activity Type,0
3087,wf_Tracking_ActivityInstanceEvents,SerializedArguments,Serialized Arguments,0
3088,wf_Tracking_ActivityInstanceEvents,SerializedVariables,Serialized Variables,0
3089,wf_Tracking_ActivityInstanceEvents,SerializedAnnotations,Serialized Annotations,0
3090,wf_Tracking_ActivityInstanceEvents,TimeCreated,Time Created,0
3091,wf_Tracking_BookmarkResumptionEvents,BookmarkName,Bookmark Name,0
3092,wf_Tracking_BookmarkResumptionEvents,BookmarkScope,Bookmark Scope,0
3093,wf_Tracking_BookmarkResumptionEvents,OwnerActivityName,Owner Activity Name,0
3094,wf_Tracking_BookmarkResumptionEvents,OwnerActivityID,Owner Activity ID,1
3095,wf_Tracking_BookmarkResumptionEvents,OwnerActivityInstanceID,Owner Activity Instance ID,1
3096,wf_Tracking_BookmarkResumptionEvents,OwnerActivityType,Owner Activity Type,0
3097,wf_Tracking_CustomTrackingEvents,CustomRecordName,Custom Record Name,0
3098,wf_Tracking_CustomTrackingEvents,SerializedData,Serialized Data,0
3099,wf_WorkflowInstanceNodeAllowedReceivers,WorkflowInstanceNodeGuid,Workflow Instance Node Guid,0
3100,wf_WorkflowInstanceNodeAllowedReceivers,ReceiverGuid,Receiver Guid,0
3101,wf_Tracking_ExtendedActivityEvents,ChildActivityName,Child Activity Name,0
3102,wf_Tracking_ExtendedActivityEvents,ChildActivityID,Child Activity ID,1
3103,wf_Tracking_ExtendedActivityEvents,ChildActivityInstanceID,Child Activity Instance ID,1
3104,wf_Tracking_ExtendedActivityEvents,ChildActivityType,Child Activity Type,0
3105,wf_Tracking_ExtendedActivityEvents,FaultDetails,Fault Details,0
3106,wf_Tracking_ExtendedActivityEvents,FaultHandlerActivityName,Fault Handler Activity Name,0
3107,wf_Tracking_ExtendedActivityEvents,FaultHandlerActivityID,Fault Handler Activity ID,1
3108,wf_Tracking_ExtendedActivityEvents,FaultHandlerActivityInstanceID,Fault Handler Activity Instance ID,1
3109,wf_Tracking_ExtendedActivityEvents,FaultHandlerActivityType,Fault Handler Activity Type,0
3110,wf_WorkflowInstanceNodeParameters,ParameterGuid,Parameter Guid,0
3111,wf_Tracking_WorkflowInstanceEvents,WorkflowActivityDefinition,Workflow Activity Definition,0
3112,wf_Tracking_WorkflowInstanceEvents,ExceptionDetails,Exception Details,0
3113,wf_WorkflowInstanceNodes,LockOnResuming,Lock On Resuming,0
3114,wf_WorkflowInstanceNodes,ViewMode,View Mode,0
3115,wf_WorkflowInstanceNodes,HasDeadline,Has Deadline,0
3116,wf_WorkflowInstanceNodes,FolderGuid,Folder Guid,0
3117,wf_WorkflowInstanceNodes,UnListed,Un Listed,0
3118,wf_WorkflowInstanceNodes,SaveButtonLabel,Save Button Label,0
3119,wf_WorkflowInstanceNodes,ShowCommentWindow,Show Comment Window,0
3120,wf_WorkflowInstanceNodes,PromotedValues,Promoted Values,0
3121,wf_WorkflowInstanceNodes,FileReferenceGuid,File Reference Guid,0
3122,wf_WorkflowInstances,WorkflowGuid,Workflow Guid,0
3123,wf_WorkflowInstances,Temporary,Temporary,0
3124,wf_WorkflowInstances,Pending,Pending,0
3125,wf_WorkflowInstances,FlowType,Flow Type,0
3126,wf_WorkflowInstances,ArchiveDate,Archive Date,0
3127,wf_WorkflowInstances,LastCommittedNodeGuid,Last Committed Node Guid,0
3128,wf_WorkflowInstances,StarterWorkflowInstanceNodeGuid,Starter Workflow Instance Node Guid,0
3129,wf_FlowchartInstances,FlowchartGuid,Flowchart Guid,0
3130,wf_Workflows,XamlFile,Xaml File,0
3131,wf_Workflows,XamlFile_Filename,Xaml File Filename,0
3132,wf_Nodes,TreeGuid,Tree Guid,0
3133,cpm_ExceptedPersonnels,IsException,Is Exception,0
3134,cpm_PaymentAssignDetailsHistories,PaymentAssignDetailGuid,Payment Assign Detail Guid,0
3135,cpm_PaymentAssignDetailsHistories,MainAmount,Main Amount,0
3136,cpm_PaymentAssignDetailsHistories,LimitAmount,Limit Amount,0
3137,cpm_PaymentAssignDetailsHistories,ExtraAmount,Extra Amount,0
3138,cpm_PaymentAssignDetailsHistories,RemainAmount_Old,Remain Amount Old,0
3139,cpm_PaymentAssignDetailsHistories,PreviousCredit_Old,Previous Credit Old,0
3140,cpm_PaymentAssignDetailsHistories,Fee,Fee,0
3141,cpm_PaymentAssignDetailsHistories,AmountFee,Amount Fee,0
3142,cpm_PaymentAssignDetailsHistories,LimitAmountFee,Limit Amount Fee,0
3143,cpm_PaymentAssignDetailsHistories,EditedFromArchive,Edited From Archive,0
3144,cpm_PaymentAssigns,PaymentGuid,Payment Guid,0
3145,cpm_PaymentAssigns,WorkflowTreeNodeGuid,Workflow Tree Node Guid,0
3146,cpm_PaymentAssigns,AssignmentResponsiblePersonnelBaseID,Assignment Responsible Personnel Base ID,1
3147,cpm_PaymentAssigns,PaymentAssignType,Payment Assign Type,0
3148,cpm_PaymentAssigns,PaymentAssignStatus,Payment Assign Status,0
3149,cpm_PaymentAssigns,SavedFromParent,Saved From Parent,0
3150,cpm_PaymentAssigns,RemainAmount,Remain Amount,0
3151,cpm_PaymentAssigns,PreviousCredit,Previous Credit,0
3152,cpm_PaymentDepartmentAssignDetails,PaymentAssignGuid,Payment Assign Guid,0
3153,cpm_PaymentPersonnelAssignDetails,Other1,Other,0
3154,cpm_Payments,PersonnelCount,Personnel Count,0
3155,cpm_Payments,AlertSended,Alert Sended,0
3156,cpm_PaymentTypes,PaymentMethod,Payment Method,0
3157,cpm_PaymentTypes,UseLastMonthRemaining,Use Last Month Remaining,0
3158,cpm_PaymentTypes,UseSurplusAmount,Use Surplus Amount,0
3159,cpm_PaymentTypes,WorkflowTreeGuid,Workflow Tree Guid,0
3160,cpm_PaymentTypes,UseLastMonthRemainingMethod,Use Last Month Remaining Method,0
3161,cpm_PaymentTypes,DontShowCalculatedValueForPersonnel,Dont Show Calculated Value For Personnel,0
3162,cpm_PaymentTypeStatisticsItems,StatisticsItemKeyValue,Statistics Item Key Value,0
3163,cpm_TimekeeperRecordValues,TimekeeperRecordGuid,Timekeeper Record Guid,0
3164,cpm_TimekeeperRecordValues,ParameterValue,Parameter Value,0
3165,cpm_TimekeeperRecordValues,SourceType,Source Type,0
3166,cpm_TimekeeperRecordValues,SourceID,Source ID,1
3167,cpm_WorkflowTreeOfficialWorkSections,OfficialWorkSectionGuid,Official Work Section Guid,0
3168,cpm_WorkflowTrees,WorkflowTreeBaseGuid,Workflow Tree Base Guid,0
3169,cpm_WorkflowTrees,Hierarchy_Old,Hierarchy Old,0
3170,cpm_WorkflowTrees,HierarchyTitle_Old,Hierarchy Title Old,0
3171,cpm_WorkflowTrees,AssignmentResponsibleStaffID,Assignment Responsible Staff ID,1
3172,cpm_WorkflowTrees,AssignmentResponsibleStaffTitle,Assignment Responsible Staff Title,0
3173,cpm_ExceptedPersonnelItems,ExceptedPersonnelGuid,Excepted Personnel Guid,0
3174,cnt_ContractBasePriceLists,ContractBaseGuid,Contract Base Guid,0
3175,cnt_ContractBasePriceLists,PriceListGuid,Price List Guid,0
3176,cnt_ContractChagneElements,ContractElement,Contract Element,0
3177,cnt_ContractChagneElements,ContractExecutionDocumentGuid,Contract Execution Document Guid,0
3178,cnt_ContractNumberingTemplateDetails,StartNumber,Start Number,0
3179,cnt_ContractNumberingTemplateDetails,ZeroStatus,Zero Status,0
3180,cnt_ContractNumberingTemplateDetails,Indexer,Indexer,0
3181,cnt_ContractNumberingTemplateDetails,TemplateIndex,Template Index,0
3182,cnt_ContractNumberingTemplateDetails,ContractNumberingTemplateGuid,Contract Numbering Template Guid,0
3183,cnt_ContractCosts,RegisteredUserID,Registered User ID,1
3184,cnt_ContractCosts,FinancialCalculationGuid,Financial Calculation Guid,0
3185,cnt_ContractCosts,CostTypeGuid,Cost Type Guid,0
3186,cnt_ContractCosts,UndertakenBy,Undertaken By,0
3187,cnt_ContractCosts,PaytoContractor,Payto Contractor,0
3188,cnt_ContractCosts,DeductionPercent,Deduction Percent,0
3189,cnt_ContractCosts,ApprovedAmount,Approved Amount,0
3190,cnt_ContractCosts,ConfirmedDate,Confirmed Date,0
3191,cnt_ContractDocuments,ContractGuid,Contract Guid,0
3192,cnt_ContractRelatedContracts,RelatedContractGuid,Related Contract Guid,0
3193,cnt_ContractRelatedContracts,RelatedContractBaseGuid,Related Contract Base Guid,0
3194,cnt_ContractExecutionDocuments,ContractExecutionDocumentTypeGuid,Contract Execution Document Type Guid,0
3195,cnt_ContractExecutionDocuments,RegisteredDate,Registered Date,0
3196,cnt_ContractRoles,RoleType,Role Type,0
3197,cnt_ContractExecutionDocumentTypes,TargetContractState,Target Contract State,0
3198,cnt_ContractExecutionDocumentTypes,ChangeContract,Change Contract,0
3199,cnt_ContractExecutionDocumentTypes,ChangeIncreaseDecreasePercent,Change Increase Decrease Percent,0
